ATC_CODE,ATC_Level_1,ATC_Level_2,ATC_Level_3,ATC_Level_4,ATC_Level_5
A07EA04,A,A07,A07E,A07EA,A07EA04
A07EA05,A,A07,A07E,A07EA,A07EA05
A07EA06,A,A07,A07E,A07EA,A07EA06
A07EA07,A,A07,A07E,A07EA,A07EA07
A07EB01,A,A07,A07E,A07EB,A07EB01
A07EC01,A,A07,A07E,A07EC,A07EC01
A07EC02,A,A07,A07E,A07EC,A07EC02
A07EC03,A,A07,A07E,A07EC,A07EC03
A07EC04,A,A07,A07E,A07EC,A07EC04
A07FA02,A,A07,A07F,A07FA,A07FA02
A07XA04,A,A07,A07X,A07XA,A07XA04
A07AA01,A,A07,A07A,A07AA,A07AA01
A07AA02,A,A07,A07A,A07AA,A07AA02
A07AA04,A,A07,A07A,A07AA,A07AA04
A07AA05,A,A07,A07A,A07AA,A07AA05
A07AA06,A,A07,A07A,A07AA,A07AA06
A07AA07,A,A07,A07A,A07AA,A07AA07
A07AA08,A,A07,A07A,A07AA,A07AA08
A07AA09,A,A07,A07A,A07AA,A07AA09
A07AA10,A,A07,A07A,A07AA,A07AA10
A07AA11,A,A07,A07A,A07AA,A07AA11
A07AA12,A,A07,A07A,A07AA,A07AA12
A08AB01,A,A08,A08A,A08AB,A08AB01
A08AA01,A,A08,A08A,A08AA,A08AA01
A08AA02,A,A08,A08A,A08AA,A08AA02
A08AA03,A,A08,A08A,A08AA,A08AA03
A08AA04,A,A08,A08A,A08AA,A08AA04
A08AA10,A,A08,A08A,A08AA,A08AA10
A08AA11,A,A08,A08A,A08AA,A08AA11
A09AB04,A,A09,A09A,A09AB,A09AB04
A09AA01,A,A09,A09A,A09AA,A09AA01
A09AA04,A,A09,A09A,A09AA,A09AA04
A10AB01,A,A10,A10A,A10AB,A10AB01
A10AB04,A,A10,A10A,A10AB,A10AB04
A10AB06,A,A10,A10A,A10AB,A10AB06
A10AC01,A,A10,A10A,A10AC,A10AC01
A10AC04,A,A10,A10A,A10AC,A10AC04
A10AD01,A,A10,A10A,A10AD,A10AD01
A10AD04,A,A10,A10A,A10AD,A10AD04
A10AE01,A,A10,A10A,A10AE,A10AE01
A10AE04,A,A10,A10A,A10AE,A10AE04
A10AE05,A,A10,A10A,A10AE,A10AE05
A10AF01,A,A10,A10A,A10AF,A10AF01
A10BA02,A,A10,A10B,A10BA,A10BA02
A10BB01,A,A10,A10B,A10BB,A10BB01
A10BB02,A,A10,A10B,A10BB,A10BB02
A10BB03,A,A10,A10B,A10BB,A10BB03
A10BB05,A,A10,A10B,A10BB,A10BB05
A10BB07,A,A10,A10B,A10BB,A10BB07
A10BB08,A,A10,A10B,A10BB,A10BB08
A10BB09,A,A10,A10B,A10BB,A10BB09
A10BB12,A,A10,A10B,A10BB,A10BB12
A10BF01,A,A10,A10B,A10BF,A10BF01
A10BF02,A,A10,A10B,A10BF,A10BF02
A10BG01,A,A10,A10B,A10BG,A10BG01
A10BG02,A,A10,A10B,A10BG,A10BG02
A10BG03,A,A10,A10B,A10BG,A10BG03
A10BH01,A,A10,A10B,A10BH,A10BH01
A10BH02,A,A10,A10B,A10BH,A10BH02
A10BH03,A,A10,A10B,A10BH,A10BH03
A10BH04,A,A10,A10B,A10BH,A10BH04
A10BH05,A,A10,A10B,A10BH,A10BH05
A10BJ01,A,A10,A10B,A10BJ,A10BJ01
A10BJ02,A,A10,A10B,A10BJ,A10BJ02
A10BK01,A,A10,A10B,A10BK,A10BK01
A10BK02,A,A10,A10B,A10BK,A10BK02
A10BK03,A,A10,A10B,A10BK,A10BK03
A10BX01,A,A10,A10B,A10BX,A10BX01
A10BX02,A,A10,A10B,A10BX,A10BX02
A10BX03,A,A10,A10B,A10BX,A10BX03
A10BX05,A,A10,A10B,A10BX,A10BX05
A10BX06,A,A10,A10B,A10BX,A10BX06
A11CA01,A,A11,A11C,A11CA,A11CA01
A11CA02,A,A11,A11C,A11CA,A11CA02
A11CC01,A,A11,A11C,A11CC,A11CC01
A11CC02,A,A11,A11C,A11CC,A11CC02
A11CC03,A,A11,A11C,A11CC,A11CC03
A11CC04,A,A11,A11C,A11CC,A11CC04
A11CC05,A,A11,A11C,A11CC,A11CC05
A11CC06,A,A11,A11C,A11CC,A11CC06
A11DA01,A,A11,A11D,A11DA,A11DA01
A11GA01,A,A11,A11G,A11GA,A11GA01
A11HA01,A,A11,A11H,A11HA,A11HA01
A11HA02,A,A11,A11H,A11HA,A11HA02
A11HA03,A,A11,A11H,A11HA,A11HA03
A11HA04,A,A11,A11H,A11HA,A11HA04
A11HA05,A,A11,A11H,A11HA,A11HA05
A11HA07,A,A11,A11H,A11HA,A11HA07
A11HA30,A,A11,A11H,A11HA,A11HA30
A11HA32,A,A11,A11H,A11HA,A11HA32
A12BA01,A,A12,A12B,A12BA,A12BA01
A12BA02,A,A12,A12B,A12BA,A12BA02
A12BA05,A,A12,A12B,A12BA,A12BA05
A12CA01,A,A12,A12C,A12CA,A12CA01
A12CB01,A,A12,A12C,A12CB,A12CB01
A12CB02,A,A12,A12C,A12CB,A12CB02
A12CC01,A,A12,A12C,A12CC,A12CC01
A12CC02,A,A12,A12C,A12CC,A12CC02
A12CC03,A,A12,A12C,A12CC,A12CC03
A12CC04,A,A12,A12C,A12CC,A12CC04
A12CC05,A,A12,A12C,A12CC,A12CC05
A12CC06,A,A12,A12C,A12CC,A12CC06
A12CC10,A,A12,A12C,A12CC,A12CC10
A12CD01,A,A12,A12C,A12CD,A12CD01
A12CE01,A,A12,A12C,A12CE,A12CE01
A12AA01,A,A12,A12A,A12AA,A12AA01
A12AA02,A,A12,A12A,A12AA,A12AA02
A12AA03,A,A12,A12A,A12AA,A12AA03
A12AA04,A,A12,A12A,A12AA,A12AA04
A12AA05,A,A12,A12A,A12AA,A12AA05
A12AA07,A,A12,A12A,A12AA,A12AA07
A12AA13,A,A12,A12A,A12AA,A12AA13
A14AB01,A,A14,A14A,A14AB,A14AB01
A14AA02,A,A14,A14A,A14AA,A14AA02
A14AA03,A,A14,A14A,A14AA,A14AA03
A14AA04,A,A14,A14A,A14AA,A14AA04
A14AA05,A,A14,A14A,A14AA,A14AA05
A14AA07,A,A14,A14A,A14AA,A14AA07
A14AA08,A,A14,A14A,A14AA,A14AA08
A16AB02,A,A16,A16A,A16AB,A16AB02
A16AB04,A,A16,A16A,A16AB,A16AB04
A16AB05,A,A16,A16A,A16AB,A16AB05
A16AB07,A,A16,A16A,A16AB,A16AB07
A16AB08,A,A16,A16A,A16AB,A16AB08
A16AB09,A,A16,A16A,A16AB,A16AB09
A16AB10,A,A16,A16A,A16AB,A16AB10
A16AB12,A,A16,A16A,A16AB,A16AB12
A16AX02,A,A16,A16A,A16AX,A16AX02
A16AX05,A,A16,A16A,A16AX,A16AX05
A16AX06,A,A16,A16A,A16AX,A16AX06
A16AX07,A,A16,A16A,A16AX,A16AX07
A16AX08,A,A16,A16A,A16AX,A16AX08
A16AX12,A,A16,A16A,A16AX,A16AX12
A16AA01,A,A16,A16A,A16AA,A16AA01
A16AA03,A,A16,A16A,A16AA,A16AA03
A16AA04,A,A16,A16A,A16AA,A16AA04
A16AA06,A,A16,A16A,A16AA,A16AA06
B01AB01,B,B01,B01A,B01AB,B01AB01
B01AB02,B,B01,B01A,B01AB,B01AB02
B01AB04,B,B01,B01A,B01AB,B01AB04
B01AB05,B,B01,B01A,B01AB,B01AB05
B01AB06,B,B01,B01A,B01AB,B01AB06
B01AB09,B,B01,B01A,B01AB,B01AB09
B01AB10,B,B01,B01A,B01AB,B01AB10
B01AC04,B,B01,B01A,B01AC,B01AC04
B01AC05,B,B01,B01A,B01AC,B01AC05
B01AC06,B,B01,B01A,B01AC,B01AC06
B01AC07,B,B01,B01A,B01AC,B01AC07
B01AC09,B,B01,B01A,B01AC,B01AC09
B01AC11,B,B01,B01A,B01AC,B01AC11
B01AC13,B,B01,B01A,B01AC,B01AC13
B01AC16,B,B01,B01A,B01AC,B01AC16
B01AC17,B,B01,B01A,B01AC,B01AC17
B01AC18,B,B01,B01A,B01AC,B01AC18
B01AC21,B,B01,B01A,B01AC,B01AC21
B01AC22,B,B01,B01A,B01AC,B01AC22
B01AC23,B,B01,B01A,B01AC,B01AC23
B01AC24,B,B01,B01A,B01AC,B01AC24
B01AD01,B,B01,B01A,B01AD,B01AD01
B01AD02,B,B01,B01A,B01AD,B01AD02
B01AD04,B,B01,B01A,B01AD,B01AD04
B01AD07,B,B01,B01A,B01AD,B01AD07
B01AD10,B,B01,B01A,B01AD,B01AD10
B01AD11,B,B01,B01A,B01AD,B01AD11
B01AE02,B,B01,B01A,B01AE,B01AE02
B01AE03,B,B01,B01A,B01AE,B01AE03
B01AE06,B,B01,B01A,B01AE,B01AE06
B01AE07,B,B01,B01A,B01AE,B01AE07
B01AF01,B,B01,B01A,B01AF,B01AF01
B01AF02,B,B01,B01A,B01AF,B01AF02
B01AX01,B,B01,B01A,B01AX,B01AX01
B01AX05,B,B01,B01A,B01AX,B01AX05
B01AA03,B,B01,B01A,B01AA,B01AA03
B01AA04,B,B01,B01A,B01AA,B01AA04
B01AA07,B,B01,B01A,B01AA,B01AA07
B01AA12,B,B01,B01A,B01AA,B01AA12
B02AB01,B,B02,B02A,B02AB,B02AB01
B02AB02,B,B02,B02A,B02AB,B02AB02
B02BA01,B,B02,B02B,B02BA,B02BA01
B02BC06,B,B02,B02B,B02BC,B02BC06
B02BC07,B,B02,B02B,B02BC,B02BC07
B02BC09,B,B02,B02B,B02BC,B02BC09
B02BD01,B,B02,B02B,B02BD,B02BD01
B02BD02,B,B02,B02B,B02BD,B02BD02
B02BD03,B,B02,B02B,B02BD,B02BD03
B02BD04,B,B02,B02B,B02BD,B02BD04
B02BD30,B,B02,B02B,B02BD,B02BD30
B02BX01,B,B02,B02B,B02BX,B02BX01
B02BX02,B,B02,B02B,B02BX,B02BX02
B02BX04,B,B02,B02B,B02BX,B02BX04
B02BX05,B,B02,B02B,B02BX,B02BX05
B02AA01,B,B02,B02A,B02AA,B02AA01
B02AA02,B,B02,B02A,B02AA,B02AA02
B03AB02,B,B03,B03A,B03AB,B03AB02
B03AB04,B,B03,B03A,B03AB,B03AB04
B03AD02,B,B03,B03A,B03AD,B03AD02
B03AD03,B,B03,B03A,B03AD,B03AD03
B03BA01,B,B03,B03B,B03BA,B03BA01
B03BA03,B,B03,B03B,B03BA,B03BA03
B03BA05,B,B03,B03B,B03BA,B03BA05
B03BB01,B,B03,B03B,B03BB,B03BB01
B03XA02,B,B03,B03X,B03XA,B03XA02
B03XA03,B,B03,B03X,B03XA,B03XA03
B03XA04,B,B03,B03X,B03XA,B03XA04
B03AA01,B,B03,B03A,B03AA,B03AA01
B03AA02,B,B03,B03A,B03AA,B03AA02
B03AA03,B,B03,B03A,B03AA,B03AA03
B03AA07,B,B03,B03A,B03AA,B03AA07
B05BC01,B,B05,B05B,B05BC,B05BC01
B05BC02,B,B05,B05B,B05BC,B05BC02
B05CA01,B,B05,B05C,B05CA,B05CA01
B05CA02,B,B05,B05C,B05CA,B05CA02
B05CA09,B,B05,B05C,B05CA,B05CA09
B05CB01,B,B05,B05C,B05CB,B05CB01
B05CB02,B,B05,B05C,B05CB,B05CB02
B05CB03,B,B05,B05C,B05CB,B05CB03
B05CB04,B,B05,B05C,B05CB,B05CB04
B05CX01,B,B05,B05C,B05CX,B05CX01
B05CX02,B,B05,B05C,B05CX,B05CX02
B05CX04,B,B05,B05C,B05CX,B05CX04
B05XA01,B,B05,B05X,B05XA,B05XA01
B05XA02,B,B05,B05X,B05XA,B05XA02
B05XA03,B,B05,B05X,B05XA,B05XA03
B05XA04,B,B05,B05X,B05XA,B05XA04
B05XA05,B,B05,B05X,B05XA,B05XA05
B05XA07,B,B05,B05X,B05XA,B05XA07
B05XA08,B,B05,B05X,B05XA,B05XA08
B05XA09,B,B05,B05X,B05XA,B05XA09
B05XA11,B,B05,B05X,B05XA,B05XA11
B05XA17,B,B05,B05X,B05XA,B05XA17
B05XB03,B,B05,B05X,B05XB,B05XB03
B05AA05,B,B05,B05A,B05AA,B05AA05
B05AA07,B,B05,B05A,B05AA,B05AA07
B06AC02,B,B06,B06A,B06AC,B06AC02
B06AC03,B,B06,B06A,B06AC,B06AC03
B06AA03,B,B06,B06A,B06AA,B06AA03
C01BA01,C,C01,C01B,C01BA,C01BA01
C01BA02,C,C01,C01B,C01BA,C01BA02
C01BA03,C,C01,C01B,C01BA,C01BA03
C01BA05,C,C01,C01B,C01BA,C01BA05
C01BB01,C,C01,C01B,C01BB,C01BB01
C01BB02,C,C01,C01B,C01BB,C01BB02
C01BB04,C,C01,C01B,C01BB,C01BB04
C01BC03,C,C01,C01B,C01BC,C01BC03
C01BC04,C,C01,C01B,C01BC,C01BC04
C01BD01,C,C01,C01B,C01BD,C01BD01
C01BD04,C,C01,C01B,C01BD,C01BD04
C01BD07,C,C01,C01B,C01BD,C01BD07
C01BG07,C,C01,C01B,C01BG,C01BG07
C01CA01,C,C01,C01C,C01CA,C01CA01
C01CA02,C,C01,C01C,C01CA,C01CA02
C01CA03,C,C01,C01C,C01CA,C01CA03
C01CA04,C,C01,C01C,C01CA,C01CA04
C01CA06,C,C01,C01C,C01CA,C01CA06
C01CA07,C,C01,C01C,C01CA,C01CA07
C01CA09,C,C01,C01C,C01CA,C01CA09
C01CA17,C,C01,C01C,C01CA,C01CA17
C01CA19,C,C01,C01C,C01CA,C01CA19
C01CA24,C,C01,C01C,C01CA,C01CA24
C01CA26,C,C01,C01C,C01CA,C01CA26
C01CA27,C,C01,C01C,C01CA,C01CA27
C01CE02,C,C01,C01C,C01CE,C01CE02
C01CE03,C,C01,C01C,C01CE,C01CE03
C01CX08,C,C01,C01C,C01CX,C01CX08
C01DA02,C,C01,C01D,C01DA,C01DA02
C01DA08,C,C01,C01D,C01DA,C01DA08
C01DX08,C,C01,C01D,C01DX,C01DX08
C01DX11,C,C01,C01D,C01DX,C01DX11
C01DX12,C,C01,C01D,C01DX,C01DX12
C01DX16,C,C01,C01D,C01DX,C01DX16
C01DX19,C,C01,C01D,C01DX,C01DX19
C01EA01,C,C01,C01E,C01EA,C01EA01
C01EB03,C,C01,C01E,C01EB,C01EB03
C01EB09,C,C01,C01E,C01EB,C01EB09
C01EB10,C,C01,C01E,C01EB,C01EB10
C01EB15,C,C01,C01E,C01EB,C01EB15
C01EB16,C,C01,C01E,C01EB,C01EB16
C01EB17,C,C01,C01E,C01EB,C01EB17
C01EB18,C,C01,C01E,C01EB,C01EB18
C01EB21,C,C01,C01E,C01EB,C01EB21
C01AA04,C,C01,C01A,C01AA,C01AA04
C01AA05,C,C01,C01A,C01AA,C01AA05
C02AB01,C,C02,C02A,C02AB,C02AB01
C02AC01,C,C02,C02A,C02AC,C02AC01
C02AC02,C,C02,C02A,C02AC,C02AC02
C02AC05,C,C02,C02A,C02AC,C02AC05
C02AC06,C,C02,C02A,C02AC,C02AC06
C02CA01,C,C02,C02C,C02CA,C02CA01
C02CA02,C,C02,C02C,C02CA,C02CA02
C02CA04,C,C02,C02C,C02CA,C02CA04
C02CA06,C,C02,C02C,C02CA,C02CA06
C02DA01,C,C02,C02D,C02DA,C02DA01
C02DB01,C,C02,C02D,C02DB,C02DB01
C02DB02,C,C02,C02D,C02DB,C02DB02
C02DC01,C,C02,C02D,C02DC,C02DC01
C02DD01,C,C02,C02D,C02DD,C02DD01
C02KX01,C,C02,C02K,C02KX,C02KX01
C02KX02,C,C02,C02K,C02KX,C02KX02
C02KX04,C,C02,C02K,C02KX,C02KX04
C02KX05,C,C02,C02K,C02KX,C02KX05
C02AA02,C,C02,C02A,C02AA,C02AA02
C03BA04,C,C03,C03B,C03BA,C03BA04
C03BA08,C,C03,C03B,C03BA,C03BA08
C03BA10,C,C03,C03B,C03BA,C03BA10
C03BA11,C,C03,C03B,C03BA,C03BA11
C03BD01,C,C03,C03B,C03BD,C03BD01
C03CA01,C,C03,C03C,C03CA,C03CA01
C03CA02,C,C03,C03C,C03CA,C03CA02
C03CA03,C,C03,C03C,C03CA,C03CA03
C03CA04,C,C03,C03C,C03CA,C03CA04
C03DA01,C,C03,C03D,C03DA,C03DA01
C03DA03,C,C03,C03D,C03DA,C03DA03
C03DA04,C,C03,C03D,C03DA,C03DA04
C03DB01,C,C03,C03D,C03DB,C03DB01
C03DB02,C,C03,C03D,C03DB,C03DB02
C03XA01,C,C03,C03X,C03XA,C03XA01
C03AA01,C,C03,C03A,C03AA,C03AA01
C03AA03,C,C03,C03A,C03AA,C03AA03
C03AA04,C,C03,C03A,C03AA,C03AA04
C03AA06,C,C03,C03A,C03AA,C03AA06
C04AC01,C,C04,C04A,C04AC,C04AC01
C04AD03,C,C04,C04A,C04AD,C04AD03
C04AE01,C,C04,C04A,C04AE,C04AE01
C04AE02,C,C04,C04A,C04AE,C04AE02
C04AE04,C,C04,C04A,C04AE,C04AE04
C04AX02,C,C04,C04A,C04AX,C04AX02
C04AX20,C,C04,C04A,C04AX,C04AX20
C04AX21,C,C04,C04A,C04AX,C04AX21
C04AX28,C,C04,C04A,C04AX,C04AX28
C05AD01,C,C05,C05A,C05AD,C05AD01
C05AD02,C,C05,C05A,C05AD,C05AD02
C05AD03,C,C05,C05A,C05AD,C05AD03
C05AD05,C,C05,C05A,C05AD,C05AD05
C05AD07,C,C05,C05A,C05AD,C05AD07
C05AE01,C,C05,C05A,C05AE,C05AE01
C05AE02,C,C05,C05A,C05AE,C05AE02
C05AE03,C,C05,C05A,C05AE,C05AE03
C05AX05,C,C05,C05A,C05AX,C05AX05
C05BA03,C,C05,C05B,C05BA,C05BA03
C05BB05,C,C05,C05B,C05BB,C05BB05
C05CA03,C,C05,C05C,C05CA,C05CA03
C05CA04,C,C05,C05C,C05CA,C05CA04
C05CX01,C,C05,C05C,C05CX,C05CX01
C05AA01,C,C05,C05A,C05AA,C05AA01
C05AA04,C,C05,C05A,C05AA,C05AA04
C05AA05,C,C05,C05A,C05AA,C05AA05
C05AA06,C,C05,C05A,C05AA,C05AA06
C05AA09,C,C05,C05A,C05AA,C05AA09
C05AA11,C,C05,C05A,C05AA,C05AA11
C05AA12,C,C05,C05A,C05AA,C05AA12
C07AB02,C,C07,C07A,C07AB,C07AB02
C07AB03,C,C07,C07A,C07AB,C07AB03
C07AB04,C,C07,C07A,C07AB,C07AB04
C07AB05,C,C07,C07A,C07AB,C07AB05
C07AB07,C,C07,C07A,C07AB,C07AB07
C07AB08,C,C07,C07A,C07AB,C07AB08
C07AB09,C,C07,C07A,C07AB,C07AB09
C07AB12,C,C07,C07A,C07AB,C07AB12
C07AB13,C,C07,C07A,C07AB,C07AB13
C07AG01,C,C07,C07A,C07AG,C07AG01
C07AG02,C,C07,C07A,C07AG,C07AG02
C07AA02,C,C07,C07A,C07AA,C07AA02
C07AA03,C,C07,C07A,C07AA,C07AA03
C07AA05,C,C07,C07A,C07AA,C07AA05
C07AA06,C,C07,C07A,C07AA,C07AA06
C07AA07,C,C07,C07A,C07AA,C07AA07
C07AA12,C,C07,C07A,C07AA,C07AA12
C07AA15,C,C07,C07A,C07AA,C07AA15
C08CA01,C,C08,C08C,C08CA,C08CA01
C08CA02,C,C08,C08C,C08CA,C08CA02
C08CA03,C,C08,C08C,C08CA,C08CA03
C08CA04,C,C08,C08C,C08CA,C08CA04
C08CA05,C,C08,C08C,C08CA,C08CA05
C08CA06,C,C08,C08C,C08CA,C08CA06
C08CA07,C,C08,C08C,C08CA,C08CA07
C08CA08,C,C08,C08C,C08CA,C08CA08
C08CA09,C,C08,C08C,C08CA,C08CA09
C08CA10,C,C08,C08C,C08CA,C08CA10
C08CA11,C,C08,C08C,C08CA,C08CA11
C08CA13,C,C08,C08C,C08CA,C08CA13
C08CA16,C,C08,C08C,C08CA,C08CA16
C08DA01,C,C08,C08D,C08DA,C08DA01
C08DB01,C,C08,C08D,C08DB,C08DB01
C08EA02,C,C08,C08E,C08EA,C08EA02
C08EX02,C,C08,C08E,C08EX,C08EX02
C09CA01,C,C09,C09C,C09CA,C09CA01
C09CA02,C,C09,C09C,C09CA,C09CA02
C09CA03,C,C09,C09C,C09CA,C09CA03
C09CA04,C,C09,C09C,C09CA,C09CA04
C09CA06,C,C09,C09C,C09CA,C09CA06
C09CA07,C,C09,C09C,C09CA,C09CA07
C09XA02,C,C09,C09X,C09XA,C09XA02
C09AA01,C,C09,C09A,C09AA,C09AA01
C09AA02,C,C09,C09A,C09AA,C09AA02
C09AA03,C,C09,C09A,C09AA,C09AA03
C09AA04,C,C09,C09A,C09AA,C09AA04
C09AA05,C,C09,C09A,C09AA,C09AA05
C09AA06,C,C09,C09A,C09AA,C09AA06
C09AA07,C,C09,C09A,C09AA,C09AA07
C09AA08,C,C09,C09A,C09AA,C09AA08
C09AA09,C,C09,C09A,C09AA,C09AA09
C09AA10,C,C09,C09A,C09AA,C09AA10
C09AA13,C,C09,C09A,C09AA,C09AA13
C09AA15,C,C09,C09A,C09AA,C09AA15
C09AA16,C,C09,C09A,C09AA,C09AA16
C10AB01,C,C10,C10A,C10AB,C10AB01
C10AB02,C,C10,C10A,C10AB,C10AB02
C10AB04,C,C10,C10A,C10AB,C10AB04
C10AB05,C,C10,C10A,C10AB,C10AB05
C10AB08,C,C10,C10A,C10AB,C10AB08
C10AB11,C,C10,C10A,C10AB,C10AB11
C10AC01,C,C10,C10A,C10AC,C10AC01
C10AC02,C,C10,C10A,C10AC,C10AC02
C10AC04,C,C10,C10A,C10AC,C10AC04
C10AD02,C,C10,C10A,C10AD,C10AD02
C10AD06,C,C10,C10A,C10AD,C10AD06
C10AX02,C,C10,C10A,C10AX,C10AX02
C10AX08,C,C10,C10A,C10AX,C10AX08
C10AX09,C,C10,C10A,C10AX,C10AX09
C10AX12,C,C10,C10A,C10AX,C10AX12
C10AA01,C,C10,C10A,C10AA,C10AA01
C10AA02,C,C10,C10A,C10AA,C10AA02
C10AA03,C,C10,C10A,C10AA,C10AA03
