Class_ID,Preferred.Label,Synonyms,Definitions,Obsolete,CUI,Semantic.Types,Parents,ATC.LEVEL,Is.Drug.Class,Semantic.type.UMLS.property
http://purl.bioontology.org/ontology/UATC/A14AA01,androstanolone,,NA,false,C0038148,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A14AA,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C07DB,"Beta blocking agents, selective, thiazides and other diuretics",,NA,false,C3653604,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C07D,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A08AA09,mefenorex,,NA,false,C0065870,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A08AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J07C,"BACTERIAL AND VIRAL VACCINES, COMBINED",,NA,false,C3653758,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J07,3,Y,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J05AF09,emtricitabine,,NA,false,C0909839,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J05AF,5,,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C09XA53,aliskiren and amlodipine,,NA,false,C2937472,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09XA,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D06BB10,imiquimod,,NA,false,C0165032,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D06BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/H03,THYROID THERAPY DRUGS,THYROID THERAPY,NA,false,C3540775,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/H,2,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N01AB02,chloroform,,NA,false,C0008238,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131,http://purl.bioontology.org/ontology/UATC/N01AB,5,,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131
http://purl.bioontology.org/ontology/UATC/C04AC07,ciclonicate,,NA,false,C0055710,http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/C04AC,5,,http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/A10BC,"Sulfonamides (heterocyclic), blood glucose lowering drugs",Sulfonamides (heterocyclic),NA,false,C3653361,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A10B,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D08AA03,euflavine,,NA,false,C0001187,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D08AA,5,,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N02BB54,"propyphenazone, combinations excl. psycholeptics",,NA,false,C3653210,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N02BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A07AB04,succinylsulfathiazole,,NA,false,C0075470,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A07AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D07AC16,hydrocortisone aceponate,,NA,false,C0082944,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D07AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N05CX,"Hypnotics and sedatives in combination, excl. barbiturates",,NA,false,C3653814,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N05C,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N02AA51,"morphine, combinations",,NA,false,C3652837,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N02AA,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/M02AA01,phenylbutazone,,NA,false,C0031463,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/M02AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S02CA02,flumetasone and antiinfectives,,NA,false,C3652973,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S02CA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J04AM08,"isoniazid, sulfamethoxazole, trimethoprim and pyridoxine",,NA,false,C4759132,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J04AM,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/H03AA01,levothyroxine sodium,,NA,false,C0079691,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/H03AA,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N07CA01,betahistine,,NA,false,C0005301,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N07CA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V08CX,Other magnetic resonance imaging contrast media in ATC,Other magnetic resonance imaging contrast media,NA,false,C3653850,http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/UATC/V08C,4,Y,http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/UATC/G01AX15,copper usnate,,NA,false,C3652529,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G01AX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S03AA05,hexamidine,,NA,false,C0062648,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S03AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/STY/T057,Occupational Activity,,NA,false,,,http://purl.bioontology.org/ontology/STY/T052,NA,,
http://purl.bioontology.org/ontology/UATC/L01XE14,bosutinib,,NA,false,C1831731,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/L01XE,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V09EX02,xenon (127Xe) gas,,NA,false,C3652700,http://purl.bioontology.org/ontology/STY/T196|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/UATC/V09EX,5,,http://purl.bioontology.org/ontology/STY/T196|http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/UATC/R03DA04,theophylline,,NA,false,C0039771,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R03DA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D07AB01,clobetasone,,NA,false,C0360518,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D07AB,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J05AR09,"emtricitabine, tenofovir disoproxil, elvitegravir and cobicistat",,NA,false,C3486538,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J05AR,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A06AC02,ethulose,,NA,false,C3652695,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A06AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D02BB,Protectives against UV-radiation for systemic use,,NA,false,C3653778,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D02B,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C02LL01,pargyline and diuretics,,NA,false,C3653046,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02LL,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A03DA06,trospium and analgesics,,NA,false,C3653073,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A03DA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S03AA08,chloramphenicol,,NA,false,C0008168,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/S03AA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/D01AA07,pyrrolnitrin,,NA,false,C0034336,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D01AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L01XE17,axitinib,,NA,false,C1700874,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/L01XE,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C01DX14,cinepazet,,NA,false,C0055739,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C01DX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/S03AA,Antiinfectives,,NA,false,C3540716,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S03A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/M04AX,Other antigout preparations in ATC,Other antigout preparations,NA,false,C3653959,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/M04A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/STY/T047,Disease or Syndrome,,NA,false,,,http://purl.bioontology.org/ontology/STY/T046,NA,,
http://purl.bioontology.org/ontology/UATC/R01AD,Corticosteroid nasal preparations for topical use,Corticosteroids,NA,false,C3539185,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R01A,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C10AX11,mipomersen,,NA,false,C2604635,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C10AX,5,,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J07AE51,"cholera, combinations with typhoid vaccine, inactivated, whole cell",,NA,false,C3653262,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/J07AE,5,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS,,NA,false,C3653552,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C08,3,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A02BX05,bismuth subcitrate,,NA,false,C0106556,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A02BX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A07BC54,"attapulgite, combinations",,NA,false,C3653177,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A07BC,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A03AX30,trimethyldiphenylpropylamine,,NA,false,C3652671,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A03AX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L01D,CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES,,NA,false,C3653597,http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/UATC/L01,3,Y,http://purl.bioontology.org/ontology/STY/T195
http://purl.bioontology.org/ontology/UATC/A09AA02,"multienzymes (lipase, protease etc.)",,NA,false,C3652678,http://purl.bioontology.org/ontology/STY/T126|http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/A09AA,5,,http://purl.bioontology.org/ontology/STY/T126|http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G03AA11,norgestimate and ethinylestradiol,,NA,false,C0717762,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G03AA,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C05BB02,polidocanol,,NA,false,C0071330,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C05BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N05BE01,buspirone,,NA,false,C0006462,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N05BE,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/J01CA17,temocillin,,NA,false,C0076079,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/J01CA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/C02DD,Nitroferricyanide derivatives acting on arteriolar smooth muscle,Nitroferricyanide derivatives,NA,false,C3654033,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02D,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/B05CB,Salt irrigating solutions,Salt solutions,NA,false,C3653289,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/B05C,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V09XA03,iodine (131I) human albumin,,NA,false,C3652484,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/UATC/V09XA,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/UATC/S01EC,"Carbonic anhydrase inhibitors, antiglaucoma drugs and miotics",Carbonic anhydrase inhibitors,NA,false,C3541961,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/S01E,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C01DX01,itramin tosilate,,NA,false,C0064114,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C01DX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/G04BX14,dapoxetine,,NA,false,C0215087,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/G04BX,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/R03BB05,aclidinium bromide,,NA,false,C2699758,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R03BB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C09DB06,losartan and amlodipine,,NA,false,C3652748,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09DB,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/A02AA03,magnesium peroxide,,NA,false,C0771691,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/UATC/A02AA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197
http://purl.bioontology.org/ontology/UATC/R03DA51,"diprophylline, combinations",,NA,false,C3653146,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/R03DA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/STY/T167,Substance,,NA,false,,,http://purl.bioontology.org/ontology/STY/T072,NA,,
http://purl.bioontology.org/ontology/UATC/D05BA02,methoxsalen,,NA,false,C0025684,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D05BA,5,,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D08AK05,"mercury, metallic",,NA,false,C3652534,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D08AK,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C02CC,"Guanine derivatives, peripherally acting antiadrenergic agents",Guanidine derivatives,NA,false,C3541392,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02C,4,Y,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C02D,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON",,NA,false,C3653524,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C02,3,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/L02AB01,megestrol,,NA,false,C0025175,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/L02AB,5,,http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/N02AA04,nicomorphine,,NA,false,C0068699,http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/N02AA,5,,http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/N01AA,Ethers for general anesthesia,Ethers,NA,false,C3540034,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/N01A,4,Y,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/V09CA03,technetium (99mTc) mertiatide,,NA,false,C0100672,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/UATC/V09CA,5,,http://purl.bioontology.org/ontology/STY/T130|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/UATC/C09AA08,cilazapril,,NA,false,C0055723,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09AA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/D01AC10,bifonazole,,NA,false,C0053570,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/D01AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/UATC/C09CA06,candesartan,,NA,false,C0717550,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/UATC/C09CA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T121
